 Daily Wholesale Price Bulletin	
Monday, January 27-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	30	35	32	
Tomato Small	Kg	18	22	20	
Potato Red	Kg	22	23	22	
Potato White	Kg	20	22	21	
Onion Dry	Kg	29	30	30	
Carrot	Kg	25	30	28	
Cabbage	Kg	18	20	19	
Cauli Local	Kg	18	22	20	
Raddish Red	Kg	25	32	29	
Raddish White	Kg	10	14	12	
Brinjal Long	Kg	25	28	26	
Green Peas	Kg	26	32	29	
French Bean	Kg	35	40	38	
Sword Bean	Kg	24	26	25	
Bitter Gourd	Kg	80	90	85	
Bottle Gourd	Kg	35	40	38	
Pumpkin	Kg	18	22	20	
Squash	Kg	15	22	19	
Turnip	Kg	40	45	43	
Okara	Kg	150	160	155	
Sweet Potato	Kg	40	45	43	
Barela	Kg	34	38	36	
Arum	Kg	36	40	38	
Christophine	Kg	28	32	31	
Brd Leaf Mustard	Kg	18	20	19	
Spinach Leaf	Kg	20	25	23	
Cress Leaf	Kg	25	30	28	
Mustard Leaf	Kg	25	30	28	
Fenugreek Leaf	Kg	25	30	28	
Onion Green	Kg	70	75	73	
Bakula	Kg	35	40	38	
Yam	Kg	25	30	28	
Mushroom	Kg	100	120	110	
Brocauli	Kg	30	35	32	
Sugarbeet	Kg	80	90	85	
Red Cabbbage	Kg	80	90	85	
Lettuce	Kg	40	50	45	
Knolkhol	Kg	35	40	38	
Celery	Kg	80	90	85	
Parseley	Kg	175	190	183	
Fennel Leaf	Kg	25	30	28	
Mint	Kg	120	130	125	
Turnip A	Kg	35	40	38	
Tamarind	Kg	80	90	85	
Bamboo Shoot	Kg	150	160	153	
Tofu	Kg	65	70	68	
Gundruk	Kg	190	200	195	
Apple	Kg	90	100	95	
Banana	Doz	50	55	53	
Lime	100 Pcs	200	400	300	
Pomegranate	Kg	290	300	295	
Grapes	Kg	150	160	155	
Orange	Kg	75	90	82	
Water Melon	Kg	50	55	53	
Sweet Orange	Kg	80	90	85	
Pineapple	1 Pc	75	80	78	
Cucumber	Kg	28	35	31	
Jack Fruit	Kg	80	90	85	
Lemon	Kg	30	40	35	
Papaya	Kg	55	60	58	
Mombin	Kg	45	50	48	
Sugarcane	1 Pc	45	50	48	
Kinnow	Kg	55	60	58	
Ginger	Kg	120	130	125	
Chilli Dry	Kg	230	240	235	
Chilli Green	Kg	40	45	42	
Capsicum	Kg	40	45	43	
Garlic Green	Kg	75	80	78	
Coriander Green	Kg	50	60	55	
Garlic Dry Chinese	Kg	95	105	100	
Garlic Dry Nepali	Kg	95	100	98	
Clive Dry	Kg	180	190	185	
Clive Green	Kg	90	100	95	
Fish Fresh	Kg	215	230	222	
