 Daily Wholesale Price Bulletin	
Friday, August 29-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	65	70	68	
Tomato Small	Kg	54	58	56	
Potato Red	Kg	45	47	46	
Potato White	Kg	40	41	40	
Onion Dry	Kg	39	40	40	
Carrot	Kg	70	80	77	
Cabbage	Kg	15	18	17	
Cauli Local	Kg	45	50	48	
Raddish White	Kg	12	16	14	
Brinjal Long	Kg	15	20	18	
Brinjal Round	Kg	25	30	28	
Cow pea	Kg	50	60	55	
Green Peas	Kg	55	60	57	
French Bean	Kg	55	60	58	
Sword Bean	Kg	110	120	115	
Soyabean Green	Kg	40	50	47	
Bitter Gourd	Kg	40	45	43	
Bottle Gourd	Kg	20	25	23	
Pointed Gourd	Kg	55	60	58	
Snake Gourd	Kg	38	40	39	
Smooth Gourd	Kg	28	30	29	
Sponge Gourd	Kg	38	45	41	
Pumpkin	Kg	28	30	29	
Squash	Kg	40	50	45	
Okara	Kg	35	40	38	
Arum	Kg	35	40	38	
Christophine	Kg	24	26	25	
Brd Leaf Mustard	Kg	55	60	58	
Spinach Leaf	Kg	55	60	58	
Mustard Leaf	Kg	55	60	58	
Onion Green	Kg	55	60	58	
Mushroom	Kg	150	160	153	
Asparagus	Kg	280	300	290	
Neuro	Kg	70	80	75	
Brocauli	Kg	140	150	145	
Sugarbeet	Kg	60	70	65	
Red Cabbbage	Kg	90	100	95	
Lettuce	Kg	55	60	58	
Mint	Kg	140	150	145	
Tamarind	Kg	90	100	97	
Bamboo Shoot	Kg	70	80	73	
Tofu	Kg	60	70	65	
Gundruk	Kg	190	200	195	
Apple	Kg	110	120	113	
Banana	Doz	50	60	55	
Lime	100 Pcs	300	400	367	
Pomegranate	Kg	180	200	190	
Water Melon	Kg	45	50	48	
Sweet Orange	Kg	90	100	95	
Pineapple	1 Pc	90	100	95	
Cucumber	Kg	50	55	53	
Jack Fruit	Kg	40	45	43	
Pear	Kg	30	40	37	
Papaya	Kg	60	65	63	
Guava	Kg	30	40	35	
Mombin	Kg	20	25	23	
Ginger	Kg	130	140	137	
Chilli Dry	Kg	220	230	227	
Chilli Green	Kg	60	70	67	
Capsicum	Kg	75	80	77	
Garlic Green	Kg	75	80	78	
Coriander Green	Kg	180	200	193	
Garlic Dry Chinese	Kg	108	112	110	
Garlic Dry Nepali	Kg	80	90	85	
Clive Dry	Kg	100	110	105	
Fish Fresh	Kg	220	230	225	
