 Daily Wholesale Price Bulletin	
Monday, October 27-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	40	45	43	
Tomato Small	Kg	30	35	33	
Potato Red	Kg	46	48	47	
Potato White	Kg	34	36	35	
Onion Dry	Kg	37	40	38	
Carrot	Kg	90	100	97	
Cabbage	Kg	25	30	28	
Cauli Local	Kg	50	60	55	
Raddish White	Kg	30	35	33	
Brinjal Long	Kg	30	35	33	
Green Peas	Kg	130	140	135	
Bitter Gourd	Kg	50	60	55	
Pointed Gourd	Kg	55	60	58	
Pumpkin	Kg	30	40	35	
Squash	Kg	40	45	43	
Barela	Kg	35	40	38	
Christophine	Kg	10	12	11	
Brd Leaf Mustard	Kg	55	60	58	
Mustard Leaf	Kg	55	60	58	
Yam	Kg	45	50	48	
Mushroom	Kg	130	140	135	
Brocauli	Kg	125	130	128	
Red Cabbbage	Kg	90	100	95	
Tamarind	Kg	90	100	97	
Bamboo Shoot	Kg	70	80	77	
Tofu	Kg	60	70	65	
Apple	Kg	120	130	125	
Banana	Doz	60	65	63	
Lime	100 Pcs	400	500	433	
Pomegranate	Kg	230	240	235	
Water Melon	Kg	45	50	48	
Sweet Orange	Kg	55	60	58	
Pineapple	1 Pc	80	90	85	
Pear	Kg	180	200	190	
Mombin	Kg	25	30	28	
Ginger	Kg	80	90	87	
Chilli Dry	Kg	180	190	185	
Chilli Green	Kg	120	130	125	
Capsicum	Kg	130	140	135	
Garlic Dry Chinese	Kg	118	120	119	
Garlic Dry Nepali	Kg	80	100	90	
Clive Dry	Kg	110	120	115	
Fish Fresh	Kg	220	230	227	
