 Daily Wholesale Price Bulletin	
Tuesday, May 20-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	18	22	20	
Tomato Small	Kg	20	25	22	
Potato Red	Kg	27	28	28	
Potato White	Kg	24	25	25	
Onion Dry	Kg	27	29	28	
Carrot	Kg	35	40	38	
Cabbage	Kg	18	22	20	
Cauli Local	Kg	38	42	40	
Cauli Terai	Kg	20	25	23	
Raddish Red	Kg	30	35	33	
Raddish White	Kg	20	25	22	
Brinjal Long	Kg	22	25	23	
Brinjal Round	Kg	28	30	29	
Cow pea	Kg	32	36	35	
Green Peas	Kg	55	60	58	
French Bean	Kg	40	50	45	
Bitter Gourd	Kg	40	50	45	
Bottle Gourd	Kg	38	40	39	
Pointed Gourd	Kg	36	40	38	
Snake Gourd	Kg	50	55	53	
Smooth Gourd	Kg	40	50	45	
Sponge Gourd	Kg	45	50	48	
Pumpkin	Kg	20	24	22	
Squash	Kg	30	35	33	
Turnip	Kg	75	80	78	
Okara	Kg	28	30	29	
Barela	Kg	55	60	58	
Arum	Kg	55	60	58	
Christophine	Kg	35	40	38	
Brd Leaf Mustard	Kg	75	80	78	
Spinach Leaf	Kg	75	80	78	
Cress Leaf	Kg	75	80	78	
Mustard Leaf	Kg	55	60	58	
Fenugreek Leaf	Kg	75	80	78	
Onion Green	Kg	45	50	47	
Mushroom	Kg	150	160	157	
Asparagus	Kg	200	250	223	
Neuro	Kg	50	60	55	
Brocauli	Kg	90	100	95	
Sugarbeet	Kg	50	60	57	
Drumstick	Kg	50	60	55	
Red Cabbbage	Kg	50	60	57	
Lettuce	Kg	90	100	97	
Knolkhol	Kg	55	60	57	
Celery	Kg	120	130	125	
Parseley	Kg	140	150	147	
Fennel Leaf	Kg	75	80	78	
Mint	Kg	150	160	155	
Turnip A	Kg	55	60	58	
Tamarind	Kg	70	80	77	
Bamboo Shoot	Kg	130	140	133	
Tofu	Kg	60	70	65	
Gundruk	Kg	190	200	195	
Apple	Kg	120	130	125	
Banana	Doz	110	120	115	
Lime	100 Pcs	600	700	667	
Pomegranate	Kg	260	270	265	
Mango	Kg	70	80	77	
Grapes	Kg	200	210	205	
Water Melon	Kg	22	25	24	
Sweet Orange	Kg	90	100	95	
Pineapple	1 Pc	90	100	95	
Cucumber	Kg	40	45	43	
Jack Fruit	Kg	30	40	37	
Papaya	Kg	50	55	53	
Ginger	Kg	190	200	197	
Chilli Dry	Kg	170	180	177	
Chilli Green	Kg	80	90	85	
Capsicum	Kg	50	60	57	
Garlic Green	Kg	75	80	78	
Coriander Green	Kg	140	150	143	
Garlic Dry Chinese	Kg	100	105	101	
Garlic Dry Nepali	Kg	60	70	67	
Clive Dry	Kg	110	120	115	
Clive Green	Kg	55	60	58	
Fish Fresh	Kg	210	220	217	
