 Daily Wholesale Price Bulletin	
Tuesday, August 12-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	40	45	43	
Tomato Small	Kg	24	28	26	
Potato Red	Kg	45	47	46	
Potato White	Kg	34	36	35	
Onion Dry	Kg	42	44	43	
Carrot	Kg	70	80	74	
Cabbage	Kg	14	18	16	
Cauli Local	Kg	40	50	44	
Raddish White	Kg	12	15	13	
Brinjal Long	Kg	15	18	16	
Brinjal Round	Kg	20	25	23	
Cow pea	Kg	20	24	22	
French Bean	Kg	20	25	23	
Sword Bean	Kg	100	110	105	
Soyabean Green	Kg	45	50	48	
Bitter Gourd	Kg	18	22	20	
Bottle Gourd	Kg	12	16	14	
Pointed Gourd	Kg	30	35	33	
Snake Gourd	Kg	18	20	19	
Smooth Gourd	Kg	15	20	17	
Sponge Gourd	Kg	18	20	19	
Pumpkin	Kg	26	28	27	
Squash	Kg	28	32	30	
Okara	Kg	10	15	13	
Arum	Kg	40	45	43	
Christophine	Kg	20	24	22	
Brd Leaf Mustard	Kg	55	60	58	
Spinach Leaf	Kg	55	60	58	
Mustard Leaf	Kg	45	50	48	
Onion Green	Kg	45	50	48	
Mushroom	Kg	160	180	168	
Asparagus	Kg	200	250	225	
Neuro	Kg	50	60	55	
Brocauli	Kg	140	150	145	
Sugarbeet	Kg	60	70	65	
Red Cabbbage	Kg	90	100	95	
Celery	Kg	110	120	115	
Parseley	Kg	110	120	115	
Mint	Kg	110	120	115	
Tamarind	Kg	80	90	86	
Bamboo Shoot	Kg	130	140	136	
Tofu	Kg	60	70	65	
Gundruk	Kg	190	200	195	
Apple	Kg	100	120	113	
Banana	Doz	60	70	65	
Lime	100 Pcs	300	400	360	
Pomegranate	Kg	170	180	175	
Mango	Kg	90	100	95	
Water Melon	Kg	40	50	45	
Sweet Orange	Kg	90	100	95	
Pineapple	1 Pc	80	90	85	
Cucumber	Kg	45	55	49	
Jack Fruit	Kg	20	25	23	
Pear	Kg	30	40	35	
Papaya	Kg	65	70	68	
Guava	Kg	40	50	45	
Mombin	Kg	18	22	20	
Ginger	Kg	140	150	146	
Chilli Dry	Kg	210	220	216	
Chilli Green	Kg	60	70	65	
Capsicum	Kg	35	40	38	
Garlic Green	Kg	55	60	58	
Coriander Green	Kg	80	100	93	
Garlic Dry Chinese	Kg	110	115	113	
Garlic Dry Nepali	Kg	60	70	65	
Clive Dry	Kg	110	120	117	
Fish Fresh	Kg	210	220	216	
