 Daily Wholesale Price Bulletin	
Monday, November 18-2013	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	85	100	92	
Tomato Small	Kg	60	70	65	
Potato Red	Kg	40	45	42	
Potato White	Kg	38	40	39	
Onion Dry	Kg	100	105	103	
Carrot	Kg	70	80	75	
Cabbage	Kg	50	56	53	
Cauli Local	Kg	50	60	55	
Raddish Red	Kg	35	40	37	
Raddish White	Kg	18	20	19	
Brinjal Long	Kg	50	56	54	
Brinjal Round	Kg	55	56	56	
Cow pea	Kg	75	80	77	
Green Peas	Kg	75	90	82	
French Bean	Kg	40	48	45	
Bitter Gourd	Kg	75	85	80	
Bottle Gourd	Kg	45	50	47	
Pointed Gourd	Kg	55	60	58	
Smooth Gourd	Kg	75	80	78	
Pumpkin	Kg	18	20	19	
Turnip	Kg	50	55	53	
Sweet Potato	Kg	30	35	33	
Barela	Kg	32	40	36	
Arum	Kg	35	40	37	
Christophine	Kg	12	16	14	
Brd Leaf Mustard	Kg	30	35	33	
Spinach Leaf	Kg	55	60	58	
Cress Leaf	Kg	60	65	63	
Mustard Leaf	Kg	45	50	48	
Fenugreek Leaf	Kg	55	60	58	
Onion Green	Kg	110	120	115	
Yam	Kg	45	50	48	
Mushroom	Kg	200	250	225	
Brocauli	Kg	70	75	73	
Sugarbeet	Kg	100	120	110	
Lettuce	Kg	120	130	125	
Celery	Kg	80	90	85	
Parseley	Kg	175	200	188	
Fennel Leaf	Kg	55	60	58	
Turnip A	Kg	55	60	58	
Tamarind	Kg	80	90	85	
Bamboo Shoot	Kg	80	100	90	
Tofu	Kg	65	70	68	
Apple	Kg	110	130	120	
Banana	Doz	60	65	63	
Lime	100 Pcs	200	400	300	
Pomegranate	Kg	225	250	238	
Orange	Kg	60	70	65	
Water Melon	Kg	55	60	58	
Sweet Orange	Kg	90	95	93	
Pineapple	1 Pc	85	90	88	
Cucumber	Kg	20	24	22	
Papaya	Kg	80	90	85	
Mombin	Kg	28	32	30	
Sugarcane	1 Pc	45	50	48	
Ginger	Kg	120	135	127	
Chilli Dry	Kg	180	200	190	
Chilli Green	Kg	50	56	53	
Capsicum	Kg	80	90	85	
Garlic Green	Kg	120	130	125	
Coriander Green	Kg	60	70	65	
Garlic Dry Chinese	Kg	90	100	95	
Garlic Dry Nepali	Kg	80	90	85	
Clive Dry	Kg	150	160	155	
Fish Fresh	Kg	220	225	222	
