 Daily Wholesale Price Bulletin	
Monday, March 24-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	35	40	37	
Tomato Small	Kg	30	35	32	
Potato Red	Kg	22	24	23	
Potato White	Kg	20	21	21	
Onion Dry	Kg	27	28	27	
Carrot	Kg	30	35	32	
Cabbage	Kg	20	22	21	
Cauli Local	Kg	12	18	14	
Raddish Red	Kg	25	30	28	
Raddish White	Kg	10	12	11	
Brinjal Long	Kg	30	35	32	
Green Peas	Kg	38	45	40	
French Bean	Kg	30	35	31	
Sword Bean	Kg	40	45	42	
Bitter Gourd	Kg	80	90	84	
Bottle Gourd	Kg	24	28	26	
Pointed Gourd	Kg	70	80	76	
Smooth Gourd	Kg	70	80	77	
Pumpkin	Kg	30	35	33	
Squash	Kg	12	16	14	
Turnip	Kg	28	30	29	
Okara	Kg	70	80	76	
Sweet Potato	Kg	45	50	48	
Barela	Kg	35	40	38	
Arum	Kg	38	40	39	
Christophine	Kg	25	30	28	
Brd Leaf Mustard	Kg	15	18	17	
Spinach Leaf	Kg	28	30	29	
Cress Leaf	Kg	28	30	29	
Mustard Leaf	Kg	28	30	29	
Fenugreek Leaf	Kg	28	30	29	
Onion Green	Kg	35	40	38	
Bakula	Kg	35	40	38	
Yam	Kg	28	30	29	
Mushroom	Kg	100	110	104	
Asparagus	Kg	325	350	338	
Brocauli	Kg	25	30	28	
Sugarbeet	Kg	40	50	45	
Drumstick	Kg	150	160	155	
Bauhania flower	Kg	50	60	55	
Red Cabbbage	Kg	40	50	45	
Lettuce	Kg	28	30	29	
Knolkhol	Kg	28	30	29	
Celery	Kg	55	60	58	
Parseley	Kg	80	90	85	
Fennel Leaf	Kg	28	30	29	
Mint	Kg	150	160	155	
Turnip A	Kg	28	30	29	
Tamarind	Kg	70	80	74	
Bamboo Shoot	Kg	150	160	156	
Tofu	Kg	60	70	65	
Gundruk	Kg	190	200	195	
Apple	Kg	100	110	105	
Banana	Doz	45	50	48	
Lime	100 Pcs	300	400	360	
Pomegranate	Kg	250	260	255	
Grapes	Kg	100	110	105	
Orange	Kg	85	95	90	
Water Melon	Kg	26	30	28	
Sweet Orange	Kg	70	80	75	
Pineapple	1 Pc	60	70	65	
Cucumber	Kg	50	60	55	
Jack Fruit	Kg	60	70	65	
Papaya	Kg	60	65	63	
Mombin	Kg	120	130	125	
Sugarcane	1 Pc	40	50	45	
Kinnow	Kg	55	60	58	
Strawberry	Kg	190	200	195	
Ginger	Kg	140	150	146	
Chilli Dry	Kg	190	200	196	
Chilli Green	Kg	60	70	66	
Capsicum	Kg	60	70	65	
Garlic Green	Kg	45	50	48	
Coriander Green	Kg	20	30	26	
Garlic Dry Chinese	Kg	115	120	118	
Garlic Dry Nepali	Kg	90	100	96	
Clive Green	Kg	55	60	58	
Fish Fresh	Kg	210	220	216	
