 Daily Wholesale Price Bulletin	
Wednesday, October 15-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	65	70	68	
Tomato Small	Kg	60	65	62	
Potato Red	Kg	52	55	54	
Potato White	Kg	48	50	49	
Onion Dry	Kg	40	41	41	
Cauli Local	Kg	80	90	87	
Raddish White	Kg	35	40	38	
Cow pea	Kg	70	80	75	
Green Peas	Kg	100	110	107	
French Bean	Kg	55	60	58	
Bitter Gourd	Kg	55	60	58	
Bottle Gourd	Kg	35	40	38	
Pointed Gourd	Kg	32	36	34	
Pumpkin	Kg	28	30	29	
Arum	Kg	45	50	48	
Christophine	Kg	10	15	12	
Brd Leaf Mustard	Kg	55	60	58	
Spinach Leaf	Kg	55	60	58	
Yam	Kg	45	50	48	
Mushroom	Kg	110	130	120	
Sugarbeet	Kg	60	70	65	
Lettuce	Kg	55	60	58	
Tamarind	Kg	90	100	97	
Bamboo Shoot	Kg	60	70	67	
Apple	Kg	120	130	125	
Banana	Doz	50	55	53	
Lime	100 Pcs	600	700	667	
Pomegranate	Kg	230	240	235	
Water Melon	Kg	45	50	48	
Cucumber	Kg	55	60	58	
Papaya	Kg	65	70	68	
Mombin	Kg	28	30	29	
Ginger	Kg	80	90	87	
Chilli Dry	Kg	180	190	185	
Chilli Green	Kg	90	100	97	
Capsicum	Kg	150	160	155	
Garlic Green	Kg	80	90	85	
Coriander Green	Kg	190	200	197	
Garlic Dry Chinese	Kg	120	122	121	
Garlic Dry Nepali	Kg	90	100	95	
Clive Dry	Kg	120	130	127	
Fish Fresh	Kg	220	230	227	
