 Daily Wholesale Price Bulletin	
Saturday, October 25-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	35	40	38	
Tomato Small	Kg	36	58	49	
Potato Red	Kg	40	48	44	
Potato White	Kg	35	38	36	
Onion Dry	Kg	38	40	39	
Carrot	Kg	80	90	85	
Cabbage	Kg	18	22	20	
Cauli Local	Kg	50	60	55	
Raddish White	Kg	20	25	23	
Brinjal Long	Kg	55	60	58	
Cow pea	Kg	80	85	83	
Green Peas	Kg	80	90	85	
French Bean	Kg	45	50	48	
Sword Bean	Kg	90	100	95	
Bitter Gourd	Kg	60	65	63	
Bottle Gourd	Kg	30	35	33	
Pointed Gourd	Kg	45	50	48	
Pumpkin	Kg	35	40	38	
Squash	Kg	40	45	43	
Turnip	Kg	45	50	48	
Okara	Kg	70	80	75	
Barela	Kg	40	45	43	
Christophine	Kg	15	20	17	
Brd Leaf Mustard	Kg	40	45	43	
Spinach Leaf	Kg	140	150	145	
Cress Leaf	Kg	180	200	190	
Mustard Leaf	Kg	90	100	95	
Fenugreek Leaf	Kg	130	140	135	
Onion Green	Kg	60	65	63	
Mushroom	Kg	180	190	185	
Brocauli	Kg	150	160	155	
Lettuce	Kg	55	60	58	
Celery	Kg	50	60	55	
Fennel Leaf	Kg	60	65	63	
Mint	Kg	110	120	115	
Turnip A	Kg	50	55	53	
Tamarind	Kg	90	100	95	
Bamboo Shoot	Kg	60	65	63	
Tofu	Kg	65	70	68	
Apple	Kg	110	130	120	
Banana	Doz	50	60	55	
Lime	100 Pcs	200	500	350	
Pomegranate	Kg	230	240	235	
Orange	Kg	55	60	58	
Sweet Orange	Kg	40	55	48	
Mandarin	Kg	60	75	68	
Cucumber	Kg	80	85	83	
Lemon	Kg	30	35	33	
Sweet Lime	Kg	25	30	28	
Pear	Kg	50	55	53	
Papaya	Kg	55	60	58	
Guava	Kg	30	35	33	
Mombin	Kg	22	25	24	
Ginger	Kg	75	85	80	
Chilli Dry	Kg	170	185	178	
Chilli Green	Kg	75	80	78	
Capsicum	Kg	140	155	148	
Garlic Green	Kg	80	85	83	
Coriander Green	Kg	60	65	63	
Garlic Dry Chinese	Kg	124	128	126	
Garlic Dry Nepali	Kg	90	100	95	
Clive Dry	Kg	120	130	125	
Clive Green	Kg	100	110	105	
Fish Fresh	Kg	220	230	225	
