 Daily Wholesale Price Bulletin	
Thursday, March 20-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	35	40	38	
Tomato Small	Kg	40	45	42	
Potato Red	Kg	23	24	24	
Potato White	Kg	20	21	20	
Onion Dry	Kg	28	30	29	
Carrot	Kg	25	30	28	
Cabbage	Kg	20	25	23	
Cauli Local	Kg	15	20	18	
Cauli Terai	Kg	16	18	17	
Raddish Red	Kg	25	30	28	
Raddish White	Kg	10	12	11	
Brinjal Long	Kg	25	28	26	
Brinjal Round	Kg	30	35	33	
Green Peas	Kg	45	50	48	
French Bean	Kg	35	40	38	
Sword Bean	Kg	50	60	55	
Bitter Gourd	Kg	90	100	97	
Bottle Gourd	Kg	35	40	38	
Pointed Gourd	Kg	60	70	67	
Pumpkin	Kg	25	30	28	
Squash	Kg	15	20	18	
Turnip	Kg	30	35	33	
Okara	Kg	55	60	58	
Barela	Kg	35	40	38	
Arum	Kg	38	40	39	
Christophine	Kg	25	30	28	
Brd Leaf Mustard	Kg	15	18	17	
Spinach Leaf	Kg	25	30	28	
Cress Leaf	Kg	25	30	28	
Mustard Leaf	Kg	25	30	28	
Fenugreek Leaf	Kg	25	35	30	
Onion Green	Kg	35	40	38	
Bakula	Kg	35	40	38	
Yam	Kg	28	30	29	
Mushroom	Kg	70	80	77	
Brocauli	Kg	45	50	48	
Sugarbeet	Kg	40	50	45	
Drumstick	Kg	60	70	65	
Bauhania flower	Kg	80	90	87	
Red Cabbbage	Kg	40	50	45	
Lettuce	Kg	25	30	28	
Knolkhol	Kg	25	30	28	
Celery	Kg	50	60	55	
Parseley	Kg	70	80	75	
Fennel Leaf	Kg	25	30	28	
Mint	Kg	150	160	155	
Turnip A	Kg	25	30	28	
Tamarind	Kg	70	80	75	
Bamboo Shoot	Kg	150	160	155	
Tofu	Kg	60	70	65	
Gundruk	Kg	190	200	195	
Apple	Kg	100	110	105	
Banana	Doz	45	50	48	
Lime	100 Pcs	300	400	367	
Pomegranate	Kg	260	270	265	
Grapes	Kg	100	110	105	
Orange	Kg	75	80	78	
Water Melon	Kg	28	30	29	
Sweet Orange	Kg	70	80	75	
Pineapple	1 Pc	55	60	58	
Cucumber	Kg	55	65	60	
Jack Fruit	Kg	60	70	67	
Papaya	Kg	55	60	58	
Mombin	Kg	120	130	125	
Sugarcane	1 Pc	40	50	45	
Kinnow	Kg	55	60	58	
Strawberry	Kg	190	200	195	
Ginger	Kg	120	130	127	
Chilli Dry	Kg	200	210	207	
Chilli Green	Kg	60	70	67	
Capsicum	Kg	60	70	63	
Garlic Green	Kg	45	50	48	
Coriander Green	Kg	40	50	45	
Garlic Dry Chinese	Kg	110	115	113	
Garlic Dry Nepali	Kg	100	105	103	
Clive Green	Kg	50	60	55	
Fish Fresh	Kg	210	220	217	
