 Daily Wholesale Price Bulletin	
Thursday, June 19-2014	
 Commodity Name	Unit	Minimum	 Maximum	Average	
Tomato Big	Kg	18	22	20	
Tomato Small	Kg	14	18	17	
Potato Red	Kg	38	40	39	
Potato White	Kg	30	32	31	
Onion Dry	Kg	34	35	35	
Carrot	Kg	50	55	53	
Cabbage	Kg	32	36	34	
Cauli Local	Kg	40	45	42	
Raddish White	Kg	30	35	32	
Brinjal Long	Kg	18	20	19	
Brinjal Round	Kg	28	30	29	
Cow pea	Kg	35	40	38	
Green Peas	Kg	100	110	105	
French Bean	Kg	30	35	32	
Sword Bean	Kg	130	140	135	
Soyabean Green	Kg	60	70	65	
Bitter Gourd	Kg	24	26	25	
Bottle Gourd	Kg	20	25	22	
Pointed Gourd	Kg	34	38	36	
Snake Gourd	Kg	28	32	30	
Smooth Gourd	Kg	30	40	36	
Sponge Gourd	Kg	40	45	43	
Pumpkin	Kg	22	26	24	
Squash	Kg	28	30	29	
Okara	Kg	38	42	40	
Christophine	Kg	40	45	43	
Brd Leaf Mustard	Kg	45	50	48	
Spinach Leaf	Kg	55	60	58	
Cress Leaf	Kg	55	60	58	
Mustard Leaf	Kg	25	30	28	
Fenugreek Leaf	Kg	55	60	58	
Onion Green	Kg	45	50	47	
Mushroom	Kg	150	180	167	
Asparagus	Kg	150	170	163	
Neuro	Kg	45	50	48	
Brocauli	Kg	120	130	127	
Sugarbeet	Kg	50	60	55	
Drumstick	Kg	55	60	58	
Red Cabbbage	Kg	50	60	55	
Lettuce	Kg	55	60	58	
Celery	Kg	90	100	95	
Parseley	Kg	100	110	105	
Fennel Leaf	Kg	55	60	58	
Mint	Kg	140	150	145	
Turnip A	Kg	45	50	48	
Tamarind	Kg	70	80	73	
Bamboo Shoot	Kg	130	140	137	
Tofu	Kg	60	70	65	
Gundruk	Kg	190	200	195	
Apple	Kg	190	200	197	
Banana	Doz	70	80	75	
Lime	100 Pcs	400	500	467	
Pomegranate	Kg	250	260	255	
Mango	Kg	50	60	57	
Grapes	Kg	280	300	290	
Water Melon	Kg	28	30	29	
Sweet Orange	Kg	100	110	105	
Pineapple	1 Pc	100	110	105	
Cucumber	Kg	50	55	53	
Jack Fruit	Kg	30	35	33	
Papaya	Kg	60	65	63	
Litchi	Kg	90	100	97	
Ginger	Kg	200	220	210	
Chilli Dry	Kg	170	180	175	
Chilli Green	Kg	45	50	48	
Capsicum	Kg	35	40	38	
Garlic Green	Kg	45	50	48	
Coriander Green	Kg	200	220	213	
Garlic Dry Chinese	Kg	90	95	92	
Garlic Dry Nepali	Kg	55	60	58	
Clive Dry	Kg	90	100	97	
Fish Fresh	Kg	210	220	213	
