Date	Average
09/08/2014	87
03/19/2014	48
11/18/2013	125
08/18/2013	58
09/20/2013	48
10/30/2014	87
07/21/2014	48
01/07/2014	58
11/01/2013	78
06/18/2014	48
07/29/2014	58
09/06/2013	58
10/25/2014	83
02/21/2014	53
12/31/2013	58
07/08/2014	48
08/29/2013	58
04/06/2014	55
03/17/2014	53
06/23/2014	48
02/09/2014	48
09/01/2014	87
09/17/2014	87
05/21/2014	78
07/15/2013	48
09/05/2013	48
02/04/2014	48
11/04/2013	78
10/22/2014	87
02/02/2014	52
12/24/2013	58
07/01/2014	48
11/24/2013	78
06/01/2014	48
06/09/2014	47
03/20/2014	48
01/26/2014	73
01/24/2014	48
07/06/2014	48
09/09/2013	53
10/19/2014	87
09/16/2014	87
06/12/2014	43
12/29/2013	58
08/30/2013	58
03/13/2014	53
10/27/2013	78
07/10/2014	48
03/25/2014	43
08/07/2014	48
12/09/2013	58
07/11/2013	48
08/07/2013	58
08/04/2014	58
11/06/2014	87
09/30/2014	87
04/21/2014	48
12/03/2013	85
02/06/2014	48
10/08/2013	58
07/22/2013	38
01/29/2014	58
02/03/2014	53
06/19/2013	48
09/10/2013	53
05/20/2014	78
12/06/2013	78
05/05/2014	47
09/23/2013	58
09/08/2013	53
12/20/2013	78
08/13/2013	48
12/10/2013	58
08/01/2014	58
08/06/2013	43
11/21/2013	78
11/07/2014	87
06/16/2013	48
06/20/2013	43
04/10/2014	48
05/26/2014	47
07/09/2013	38
10/14/2014	87
03/06/2014	53
04/28/2014	48
11/20/2013	125
11/26/2013	78
10/08/2014	87
05/04/2014	48
05/02/2014	58
07/24/2014	48
07/11/2014	48
07/22/2014	48
09/24/2014	87
12/11/2013	58
12/12/2013	78
09/11/2013	53
02/20/2014	53
08/27/2013	58
02/14/2014	58
02/17/2014	53
10/02/2013	48
01/13/2014	58
04/29/2014	48
01/06/2014	58
07/28/2013	48
09/22/2014	78
11/13/2013	110
11/01/2014	87
03/28/2014	43
02/13/2014	58
08/03/2014	48
08/02/2013	48
03/31/2014	65
11/29/2013	87
11/08/2014	97
05/23/2014	58
03/24/2014	48
08/23/2014	58
09/13/2014	87
04/30/2014	48
10/31/2014	77
06/27/2014	48
06/25/2014	48
08/19/2013	58
06/03/2014	43
11/05/2013	85
08/01/2013	48
09/28/2014	95
08/17/2014	48
01/27/2014	78
10/24/2014	83
09/15/2014	87
10/12/2013	83
08/15/2013	58
04/07/2014	55
01/14/2014	58
06/08/2014	48
08/25/2014	58
10/25/2013	78
12/13/2013	58
06/04/2014	48
10/20/2013	78
06/25/2013	48
11/07/2013	85
05/18/2014	78
09/24/2013	48
03/11/2014	53
08/04/2013	38
01/28/2014	58
08/26/2013	58
03/26/2014	43
12/04/2013	85
10/10/2013	78
01/09/2014	58
07/16/2013	38
09/09/2014	87
03/07/2014	53
04/15/2014	38
10/30/2013	78
07/15/2014	48
06/26/2014	48
01/02/2014	58
06/28/2013	48
03/27/2014	43
07/21/2013	38
01/22/2014	58
10/23/2013	75
07/23/2014	48
09/21/2014	87
09/04/2013	58
03/21/2014	48
04/23/2014	48
04/27/2014	48
09/16/2013	48
01/03/2014	58
01/05/2014	58
11/03/2013	78
06/17/2014	47
08/06/2014	48
11/15/2013	115
01/08/2014	58
04/17/2014	65
07/31/2014	58
09/15/2013	48
09/19/2014	87
06/11/2014	35
06/10/2014	48
11/17/2013	125
12/01/2013	75
08/25/2013	63
10/13/2014	87
02/24/2014	53
07/14/2014	48
12/19/2013	58
06/20/2014	48
02/18/2014	53
11/25/2013	78
07/19/2013	38
10/11/2013	78
07/30/2014	58
07/18/2014	33
05/25/2014	48
10/12/2014	87
07/12/2013	48
04/20/2014	48
02/23/2014	58
05/15/2014	78
08/08/2014	48
08/28/2014	87
08/12/2014	58
06/18/2013	48
05/27/2014	43
10/07/2013	85
07/02/2014	48
07/23/2013	48
01/01/2014	58
02/25/2014	53
11/22/2013	75
09/07/2014	85
05/19/2014	78
10/09/2014	87
09/30/2013	68
06/17/2013	48
10/16/2014	87
07/24/2013	48
07/10/2013	48
10/20/2014	87
05/30/2014	73
07/31/2013	58
09/12/2013	53
07/28/2014	48
06/27/2013	48
05/07/2014	48
07/18/2013	38
11/03/2014	97
02/10/2014	48
09/14/2014	87
07/13/2014	48
07/05/2013	38
11/10/2014	87
05/12/2014	48
10/17/2014	87
12/23/2013	58
09/18/2014	87
03/09/2014	58
09/03/2013	53
10/01/2013	68
08/13/2014	48
05/11/2014	58
07/04/2013	38
04/04/2014	55
08/09/2014	48
07/25/2013	48
06/21/2013	48
01/21/2014	65
08/15/2014	58
10/29/2013	85
08/16/2013	58
08/23/2013	63
08/18/2014	48
11/27/2013	78
04/16/2014	38
11/09/2014	97
06/30/2014	48
03/14/2014	53
10/23/2014	85
10/16/2013	78
08/31/2014	85
07/14/2013	48
01/20/2014	58
02/07/2014	48
06/15/2014	33
03/23/2014	43
11/14/2013	105
09/02/2014	85
08/21/2014	58
12/08/2013	65
07/29/2013	48
09/27/2013	63
08/19/2014	58
05/06/2014	48
07/04/2014	48
08/20/2014	58
11/28/2013	78
11/02/2014	87
05/08/2014	48
06/16/2014	33
08/11/2014	48
07/27/2014	48
03/03/2014	53
07/05/2014	48
04/11/2014	48
09/22/2013	48
07/07/2014	48
07/25/2014	48
08/02/2014	48
09/23/2014	87
12/27/2013	58
08/05/2014	48
09/05/2014	85
10/24/2013	75
01/17/2014	58
12/16/2013	65
03/05/2014	53
12/26/2013	58
02/16/2014	53
07/02/2013	38
01/12/2014	65
07/16/2014	48
04/13/2014	33
04/03/2014	55
06/06/2014	48
08/26/2014	58
07/01/2013	43
09/01/2013	58
10/15/2014	85
01/10/2014	58
08/29/2014	78
12/22/2013	58
11/04/2014	87
12/15/2013	63
11/16/2013	125
09/29/2014	87
10/22/2013	78
09/11/2014	85
11/10/2013	85
03/10/2014	53
05/28/2014	48
09/19/2013	48
10/17/2013	78
11/05/2014	87
10/31/2013	78
05/22/2014	78
08/10/2014	43
09/26/2013	58
08/14/2014	48
10/21/2013	78
05/13/2014	53
09/12/2014	87
09/06/2014	85
05/16/2014	48
07/19/2014	48
07/20/2014	68
06/29/2014	48
12/02/2013	78
07/17/2014	48
02/05/2014	48
01/16/2014	58
07/09/2014	48
08/22/2014	58
04/01/2014	55
10/29/2014	85
04/18/2014	58
06/19/2014	48
09/17/2013	48
09/02/2013	58
08/24/2014	58
12/18/2013	58
04/25/2014	48
10/21/2014	87
01/19/2014	65
04/22/2014	48
09/25/2013	48
08/27/2014	83
07/03/2014	47
09/03/2014	85
03/12/2014	48
08/14/2013	53
09/13/2013	48
02/12/2014	58
10/04/2013	58
08/05/2013	48
02/26/2014	53
03/18/2014	43
06/24/2014	48
10/03/2013	65
09/04/2014	85
07/03/2013	38
09/20/2014	87
06/13/2014	48
02/11/2014	53
08/16/2014	58
01/23/2014	58
07/26/2013	48
09/29/2013	68
10/10/2014	87
06/30/2013	58
07/30/2013	48
04/02/2014	55
11/11/2013	85
10/28/2013	85
09/26/2014	95
07/17/2013	43
07/12/2014	48
04/09/2014	33
12/05/2013	78
06/05/2014	48
10/06/2013	58
07/26/2014	48
05/09/2014	48
08/08/2013	48
02/28/2014	53
06/02/2014	38
09/10/2014	87
06/26/2013	48
11/12/2013	110
10/09/2013	85
